7-16-2014	0
1-1-2015	1800
1-9-2015	1860
1-15-2015	1957
1-29-2015	2143
2-2-2015	2198
2-16-2015	2357
4-9-2015	2931
5-3-2015	3322
5-8-2015	3353
6-9-2015	3803
7-6-2015	4111
7-20-2015	4472
08-17-2015	4625
09-20-2015	4877
10-19-2015	5103
11-24-2015	5607
12-18-2015	5856
07-23-2016	6108
07-24-2016	6142
08-07-2016	6150
